Time;Command;Communication;Healthcare;Accommodation;Dining;Recreation;Periphery;Maintenance;Waste;Command;Communication;Healthcare;Accommodation;Dining;Recreation;Periphery;Maintenance;Waste;ElecLoadVehicles;H2LoadVehicles;DieselLoadVehicles;CH4LoadVehicles;PV;Wind;Heating_Central;Cooling_Central
50400;0.35711508864417807;0.2298040888571971;0.4516939546852726;0.11460589494382291;0.41024859933245383;0.026658628069809828;0.1461665023739352;0.1462933795136711;0.16727627223166128;0.3325;0.2375;0.475;0.126;0.42;0.025;0.1425;0.1425;0.18400000000000002;0.0285;2.357865837;7.852;12.149;5.8163e-05;0.074172;0.538539;0.0
54000;0.33341686434868545;0.23606271410680177;0.5263376843560886;0.13887591098948515;0.43915595807217245;0.03656048718043796;0.12444564556415179;0.15897552382284233;0.21405708338762036;0.35;0.225;0.5;0.13799999999999998;0.42;0.04;0.135;0.15;0.196;0.0285;2.357865837;7.852;12.149;1.773e-05;0.06969299999999999;0.52725;0.0
57600;0.28839976202767453;0.22153372726318682;0.4067774528530576;0.1438767592923688;0.4631698312324033;0.047577430053177085;0.1329065146782671;0.1188548839728985;0.19454625701984754;0.28;0.2125;0.4;0.132;0.48;0.05;0.1275;0.12;0.18;0.0285;2.357865837;7.852;12.149;1.27e-07;0.073063;0.531263;0.0
61200;0.2521106782339009;0.20668596482461937;0.3898796832251291;0.16815781010655936;0.5015198414828909;0.06574303922729165;0.12473358083049202;0.12499856585950331;0.2065678324855096;0.28;0.2075;0.4;0.168;0.54;0.06;0.1245;0.12;0.19;0.0285;2.357865837;7.852;12.149;0.0;0.078179;0.5626530000000001;0.0
64800;0.23741965108859017;0.21432298689757157;0.3324566237652094;0.22917265909891657;0.5559101036786311;0.09428329105984272;0.13080534037378777;0.10707719330949227;0.20771777579262657;0.245;0.2225;0.35;0.24;0.57;0.09;0.1335;0.105;0.19400000000000003;0.0285;2.357865837;7.852;12.149;0.0;0.08126399999999999;0.616565;0.0
68400;0.21448014142013186;0.2221857375141053;0.27026295300713793;0.47676706171543776;0.5801347374938601;0.09387967137896007;0.1280011351335118;0.09253867282131059;0.18601209827100718;0.21;0.225;0.3;0.48;0.6;0.1;0.135;0.09;0.188;0.0285;2.357865837;7.852;12.149;0.0;0.08447299999999999;0.631838;0.0
72000;0.14316880302044926;0.24032266101705876;0.19005820489163533;0.5248434619566915;0.49500353010712345;0.09498371805133055;0.13730369498820338;0.06343171937434076;0.19072646858945416;0.14;0.2275;0.2;0.54;0.48;0.095;0.1365;0.06;0.182;0.0285;2.357865837;7.852;12.149;0.0;0.08752;0.605205;0.0
75600;0.10416956015813676;0.21321347904088742;0.14116411072372093;0.493953300848384;0.23681224077348856;0.09131499206872462;0.12606628429860167;0.0449334908773871;0.1609060051186649;0.105;0.2325;0.15;0.54;0.24;0.085;0.13949999999999999;0.045;0.17;0.0285;2.357865837;7.852;12.149;0.0;0.083228;0.58794;0.0
79200;0.07352368810816542;0.23818862534164092;0.09278673979203425;0.3103584251385341;0.06306564521641066;0.04062349610723671;0.1227008373250773;0.03221521593890128;0.15868001592821737;0.07;0.225;0.1;0.3;0.06;0.04;0.135;0.03;0.15;0.0285;2.357865837;7.852;12.149;0.0;0.08126399999999999;0.60264;0.0
82800;0.07018849184672905;0.2223363635359663;0.10493937640801952;0.11880508764925063;0.06249359699157841;0.020386805979155213;0.12255416017993456;0.03033711510859415;0.0878374998871368;0.07;0.2125;0.1;0.12;0.06;0.02;0.1275;0.03;0.08;0.0285;2.357865837;7.852;12.149;0.0;0.088088;0.619242;0.0
86400;0.06762243919062562;0.20234565714223152;0.1002444213615329;0.06373491861139996;0.057459113617373214;0.00934109380243164;0.12320785151334424;0.029034002226519973;0.0408079814438238;0.07;0.2;0.1;0.06;0.06;0.01;0.12;0.03;0.04;0.0285;2.357865837;7.852;12.149;0.0;0.09006;0.623345;0.0
90000;0.06813904966482903;0.1819747284130813;0.0975415632459413;0.04525190776028289;0.06090026293052349;0.005223822295280519;0.12494835390557274;0.029802159197477883;0.019066486474038073;0.07;0.2;0.1;0.048;0.06;0.005;0.12;0.03;0.02;0.0285;2.357865837;7.852;12.149;0.0;0.093723;0.6449320000000001;0.0
93600;0.07524912236876925;0.19969744442816187;0.09310514093047612;0.030386785335348818;0.062407037228940275;0.007735548698894701;0.12014903335038138;0.0326808849481045;0.018873980931718545;0.07;0.2;0.1;0.03;0.06;0.008;0.12;0.03;0.02;0.0285;2.357865837;7.852;12.149;0.0;0.09376999999999999;0.660723;0.0
97200;0.06836278751517084;0.19775501297319675;0.10393425009507716;0.022904078882572204;0.056530097024586966;0.0072869826379639725;0.12823730499590608;0.031195694328946037;0.019373433870152033;0.07;0.2;0.1;0.024;0.06;0.007000000000000001;0.12;0.03;0.02;0.0285;2.357865837;7.852;12.149;0.0;0.089374;0.668591;0.0
100800;0.07075155248962971;0.18997580826256627;0.0975769594647754;0.13123860294603357;0.229531458498771;0.022514793280995912;0.1271702084713612;0.03053000666794676;0.05936293857021058;0.07;0.2;0.1;0.12;0.24;0.022000000000000002;0.12;0.03;0.06;0.0285;2.357865837;7.852;12.149;0.0;0.083854;0.67092;0.0
104400;0.12633155121055795;0.2453415026872412;0.191959965386;0.361059619456104;0.5144212936184609;0.028189552030482613;0.13271731528060385;0.0588017206600039;0.15174178352683806;0.14;0.225;0.2;0.36;0.57;0.028000000000000004;0.135;0.06;0.16;0.0285;2.357865837;7.852;12.149;0.0;0.080166;0.676843;0.0
108000;0.2148060230584904;0.2730794403654511;0.3048219946435779;0.560364121962251;0.6264919097483215;0.05291834670727438;0.16217348836831794;0.09152919882985168;0.17331835941578;0.21;0.25;0.3;0.54;0.6;0.05;0.15;0.09;0.19;0.0285;2.357865837;7.852;12.149;0.0;0.073128;0.696331;0.0
111600;0.3071336366505124;0.24014182597068756;0.43973167667282814;0.234713905878097;0.5134454350523228;0.02330036927663458;0.15674274901139637;0.11229046448810069;0.21370712945147474;0.28;0.2375;0.4;0.24;0.48;0.025;0.1425;0.12;0.196;0.0285;2.357865837;7.852;12.149;0.0;0.06624899999999999;0.73119;0.0
115200;0.29008692640801553;0.22364972271124006;0.42560530185955436;0.11711127252147924;0.5039998526327041;0.019866371137386485;0.13706363304485908;0.11895535904110181;0.18681278209676147;0.2975;0.225;0.425;0.12;0.48;0.02;0.135;0.1275;0.188;0.0285;2.357865837;7.852;12.149;0.0;0.05898;0.755428;0.0
118800;0.29471409447093366;0.22083222399103314;0.4201400699984019;0.08616534017109657;0.4289201281025485;0.015555189105404712;0.1373976330004287;0.12802211125511806;0.19424632471325992;0.31499999999999995;0.2175;0.45;0.09;0.42;0.015;0.13049999999999998;0.135;0.18600000000000003;0.0285;2.357865837;7.852;12.149;2.2975000000000003e-05;0.049517000000000005;0.763897;0.0
122400;0.3723613605622934;0.23354421724815266;0.5397092479327219;0.08681375849243304;0.45915050059841955;0.021587678863966186;0.1341317163356382;0.1580249205149583;0.18767091496288965;0.35;0.22;0.5;0.096;0.48;0.02;0.132;0.15;0.17600000000000002;0.0285;2.357865837;7.852;12.149;6.732299999999999e-05;0.040744999999999996;0.754273;0.0
126000;0.31701226010688244;0.21189177919733596;0.43025162083298973;0.1434626234461301;0.6230776043380419;0.019351122447017356;0.1359056445785192;0.1370219332228695;0.19288147937741226;0.3325;0.2075;0.475;0.132;0.57;0.02;0.1245;0.1425;0.19400000000000003;0.0285;2.357865837;7.852;12.149;9.6238e-05;0.038130000000000004;0.732324;0.0
129600;0.32792818785960587;0.21918207888534672;0.44208792574299755;0.15813021342055655;0.6155235600989386;0.02144933599527383;0.12431096919197795;0.12913434473132382;0.19491510489037786;0.31499999999999995;0.23;0.45;0.15;0.6;0.023000000000000003;0.13799999999999998;0.135;0.18600000000000003;0.0285;2.357865837;7.852;12.149;0.00010513800000000001;0.049668;0.710739;0.0
133200;0.3452931630957709;0.24109243705747554;0.43054209105925884;0.17586941545008025;0.45854594994502856;0.01853527280732681;0.15328846889270753;0.13138881244383943;0.18463265586010588;0.32549999999999996;0.25;0.465;0.162;0.48;0.02;0.15;0.13949999999999999;0.17800000000000002;0.0285;2.357865837;7.852;12.149;9.6155e-05;0.050806;0.6887300000000001;0.0
136800;0.3065136361672296;0.2419677297521355;0.5206155192128229;0.125031578504696;0.45079387867078935;0.02285843006570428;0.13904075335095673;0.1439106947116926;0.19763817318182383;0.3325;0.2375;0.475;0.126;0.42;0.025;0.1425;0.1425;0.18400000000000002;0.0285;2.357865837;7.852;12.149;7.459900000000001e-05;0.043082999999999996;0.6645650000000001;0.0
140400;0.37485469742854527;0.24221450849117823;0.5325139692986167;0.13211993675854078;0.402729919980342;0.0387585130778732;0.1469071468775565;0.1545129168221773;0.2119931232360045;0.35;0.225;0.5;0.13799999999999998;0.42;0.04;0.135;0.15;0.196;0.0285;2.357865837;7.852;12.149;3.2195999999999995e-05;0.035404000000000005;0.648226;0.0
144000;0.2969951675814127;0.19639924805017897;0.39877337056780215;0.12941857884219143;0.5135462253384262;0.0498905640558292;0.12631588187812176;0.1251670309306993;0.17515019461082873;0.28;0.2125;0.4;0.132;0.48;0.05;0.1275;0.12;0.18;0.0285;2.357865837;7.852;12.149;4.51e-07;0.036643999999999996;0.650744;0.0
147600;0.3060820959606981;0.20501588094902443;0.3643176590712989;0.1603929482584146;0.5753975650485837;0.05921181661905334;0.12159552822333326;0.12697354453680176;0.1927821340506171;0.28;0.2075;0.4;0.168;0.54;0.06;0.1245;0.12;0.19;0.0285;2.357865837;7.852;12.149;0.0;0.037793;0.686647;0.0
151200;0.2250578403790551;0.21681120680276475;0.34371772269200485;0.221560797303767;0.5884176045387588;0.09393160395128256;0.13471023519122827;0.11117747433631874;0.1865506178134714;0.245;0.2225;0.35;0.24;0.57;0.09;0.1335;0.105;0.19400000000000003;0.0285;2.357865837;7.852;12.149;0.0;0.034921;0.749663;0.0
154800;0.20933068654797854;0.2055565928251379;0.27739752280856994;0.49270864297645356;0.5491000118813328;0.09405578038951429;0.13659830190145597;0.09433069908699908;0.20157669739562864;0.21;0.225;0.3;0.48;0.6;0.1;0.135;0.09;0.188;0.0285;2.357865837;7.852;12.149;0.0;0.030513000000000002;0.7654;0.0
158400;0.13404506908624123;0.24818304615976186;0.18607765978084922;0.5548510309357919;0.4572613484541862;0.09390517571099286;0.12479306471443874;0.06448878809017476;0.17061987524369188;0.14;0.2275;0.2;0.54;0.48;0.095;0.1365;0.06;0.182;0.0285;2.357865837;7.852;12.149;0.0;0.027100000000000003;0.730435;0.0
162000;0.1010578469140809;0.23958309602979921;0.1617033078409963;0.506394188021178;0.22286540469491822;0.08963731523780323;0.15148976161924013;0.044976297211371606;0.1812399656202012;0.105;0.2325;0.15;0.54;0.24;0.085;0.13949999999999999;0.045;0.17;0.0285;2.357865837;7.852;12.149;0.0;0.025515999999999997;0.7069840000000001;0.0
165600;0.0717311981928092;0.2129613505714204;0.10780303006012508;0.32949937404655766;0.06371863505032613;0.041060068885740354;0.14137469661249777;0.030438611807501986;0.15434679960796216;0.07;0.225;0.1;0.3;0.06;0.04;0.135;0.03;0.15;0.0285;2.357865837;7.852;12.149;0.0;0.024503;0.721992;0.0
169200;0.074560405970122;0.2129278217134262;0.09849644862919156;0.11406006777122395;0.06346545762713045;0.020027870478967577;0.1393645316932853;0.028131202173023433;0.08061647996450409;0.07;0.2125;0.1;0.12;0.06;0.02;0.1275;0.03;0.08;0.0285;2.357865837;7.852;12.149;0.0;0.024196000000000002;0.739151;0.0
172800;0.07491140346085366;0.20910737462635237;0.10782517682248692;0.06520303009977796;0.0593414750972234;0.010782423819390876;0.12891934570116126;0.030543543400941897;0.03785011225763327;0.07;0.2;0.1;0.06;0.06;0.01;0.12;0.03;0.04;0.0285;2.357865837;7.852;12.149;0.0;0.02443;0.741311;0.0
176400;0.07170484289863961;0.19580146595642273;0.10880421862803086;0.049047669556932794;0.05922097813364453;0.0052225374565984806;0.12531864533006531;0.03147110800331405;0.02144266853421109;0.07;0.2;0.1;0.048;0.06;0.005;0.12;0.03;0.02;0.0285;2.357865837;7.852;12.149;0.0;0.024356000000000003;0.76416;0.0
180000;0.06628799237006361;0.20938907446825375;0.09185642840471296;0.029503716333663034;0.06267730538286566;0.007679368156357756;0.13144067699282627;0.02862481725771916;0.02032677593825418;0.07;0.2;0.1;0.03;0.06;0.008;0.12;0.03;0.02;0.0285;2.357865837;7.852;12.149;0.0;0.023663;0.779988;0.0
183600;0.06845844477657739;0.19972526725666198;0.10375833550641902;0.025255500337818194;0.062170530751804426;0.007615443599854599;0.12816496937228475;0.03279292502483919;0.018227164783939435;0.07;0.2;0.1;0.024;0.06;0.007000000000000001;0.12;0.03;0.02;0.0285;2.357865837;7.852;12.149;0.0;0.023611;0.78637;0.0
187200;0.06987286969703646;0.19850000882105845;0.10844812096236485;0.1308578796568846;0.24804848827696302;0.020452176969172647;0.12447718244829042;0.031137301256951105;0.05572038741003949;0.07;0.2;0.1;0.12;0.24;0.022000000000000002;0.12;0.03;0.06;0.0285;2.357865837;7.852;12.149;0.0;0.024649;0.786202;0.0
190800;0.14708551548666804;0.22615061701414407;0.21635903472817886;0.37001979882245545;0.5440240007503296;0.029881819693701406;0.1409962817510511;0.060997676474320084;0.1749057194703408;0.14;0.225;0.2;0.36;0.57;0.028000000000000004;0.135;0.06;0.16;0.0285;2.357865837;7.852;12.149;0.0;0.027575;0.790219;0.0
194400;0.19245866322476868;0.2660827506206908;0.2828669512647089;0.5880074825382623;0.5724023845954617;0.053951869970843794;0.1403076997790282;0.08336314701232798;0.19831017581387478;0.21;0.25;0.3;0.54;0.6;0.05;0.15;0.09;0.19;0.0285;2.357865837;7.852;12.149;0.0;0.02896;0.8099700000000001;0.0
198000;0.2991568346841988;0.242585821820832;0.3957459206489684;0.2540572574178746;0.4947919651136833;0.02522421590021782;0.13355067376743743;0.12076578387250084;0.21388348173167163;0.28;0.2375;0.4;0.24;0.48;0.025;0.1425;0.12;0.196;0.0285;2.357865837;7.852;12.149;0.0;0.030046;0.847375;0.0
201600;0.3084217643975914;0.22687984235663852;0.44297627903761766;0.12603333311404286;0.4856595481712873;0.021290947526473758;0.12272891494161503;0.1306476563818735;0.2055833980267864;0.2975;0.225;0.425;0.12;0.48;0.02;0.135;0.1275;0.188;0.0285;2.357865837;7.852;12.149;0.0;0.031435;0.872226;0.0
205200;0.3077831382406778;0.2299707896555336;0.42711654581846786;0.08868398466068518;0.4254876563701715;0.01532560197522981;0.11967143052085874;0.12152703175700402;0.17878907913012174;0.31499999999999995;0.2175;0.45;0.09;0.42;0.015;0.13049999999999998;0.135;0.18600000000000003;0.0285;2.357865837;7.852;12.149;8.241e-06;0.032170000000000004;0.878735;0.0
208800;0.3437589234216651;0.20278587351292932;0.4967940179270659;0.10524822698735528;0.4962759678783659;0.018273511788103627;0.12335416097143788;0.1628124628393072;0.17381540407558396;0.35;0.22;0.5;0.096;0.48;0.02;0.132;0.15;0.17600000000000002;0.0285;2.357865837;7.852;12.149;2.4330999999999998e-05;0.028602;0.864444;0.0
212400;0.33527042832858117;0.218434089948869;0.44213838495228847;0.13573674511558353;0.5629289856620654;0.020141015868720524;0.11900119780322034;0.15032336390308182;0.21067925485218766;0.3325;0.2075;0.475;0.132;0.57;0.02;0.1245;0.1425;0.19400000000000003;0.0285;2.357865837;7.852;12.149;4.5125999999999995e-05;0.021145;0.8361660000000001;0.0
216000;0.30196463863088385;0.2336840506446322;0.4772088140584794;0.13789280327312456;0.5656992817853624;0.0238361565169648;0.1378351307596301;0.1329358285606002;0.1808444187734423;0.31499999999999995;0.23;0.45;0.15;0.6;0.023000000000000003;0.13799999999999998;0.135;0.18600000000000003;0.0285;2.357865837;7.852;12.149;6.0793e-05;0.02984;0.808495;0.0
219600;0.3047535175692775;0.27091663835180024;0.46692223804576427;0.1765454883599336;0.47243495845144146;0.019918457880535645;0.13721279594920957;0.13965579561914887;0.1633479432235213;0.32549999999999996;0.25;0.465;0.162;0.48;0.02;0.15;0.13949999999999999;0.17800000000000002;0.0285;2.357865837;7.852;12.149;4.9168e-05;0.033114;0.780532;0.0
223200;0.34484872744121886;0.2511998034023593;0.49918242578801236;0.1295809894105402;0.4495606519188721;0.022596648841045352;0.1550110773115388;0.14958749663736642;0.1813591690688312;0.3325;0.2375;0.475;0.126;0.42;0.025;0.1425;0.1425;0.18400000000000002;0.0285;2.357865837;7.852;12.149;2.5063e-05;0.026292000000000003;0.750321;0.0
226800;0.32394094177595784;0.2466361886691969;0.49136460714115243;0.14984505979628004;0.43025040025486205;0.041629789827169895;0.13445506367484156;0.152863968661515;0.20742516809083011;0.35;0.225;0.5;0.13799999999999998;0.42;0.04;0.135;0.15;0.196;0.0285;2.357865837;7.852;12.149;9.516999999999999e-06;0.024418;0.729114;0.0
230400;0.26854392269369487;0.23230301617556748;0.43064835238480376;0.11959196563338656;0.45614211325835347;0.051293707102113235;0.13466586680549417;0.11437904917353707;0.18181187544628188;0.28;0.2125;0.4;0.132;0.48;0.05;0.1275;0.12;0.18;0.0285;2.357865837;7.852;12.149;0.0;0.028477;0.729165;0.0
234000;0.2674504996654518;0.22449590059263055;0.3636810054768803;0.15706850429437735;0.5481149520896689;0.0581284659625356;0.12901473093228755;0.10801834334564733;0.19315371385176364;0.28;0.2075;0.4;0.168;0.54;0.06;0.1245;0.12;0.19;0.0285;2.357865837;7.852;12.149;0.0;0.032015999999999996;0.766439;0.0
237600;0.24877643454843956;0.23662811710939866;0.374095371604206;0.221506229588177;0.6039519626314857;0.086511259847204;0.12967888688418278;0.10837220472860755;0.18269377242901316;0.245;0.2225;0.35;0.24;0.57;0.09;0.1335;0.105;0.19400000000000003;0.0285;2.357865837;7.852;12.149;0.0;0.031521;0.8335199999999999;0.0
241200;0.2076356933997941;0.24003934412437988;0.2817914213557988;0.5117979358662244;0.6213802891362445;0.09473675728155367;0.14273721959553912;0.0831919457830618;0.2052406109111785;0.21;0.225;0.3;0.48;0.6;0.1;0.135;0.09;0.188;0.0285;2.357865837;7.852;12.149;0.0;0.027229;0.8476520000000001;0.0
244800;0.13612491064236093;0.2148598104544021;0.20635585681204663;0.5597056720004958;0.4572712537886712;0.09369588119029425;0.13276809023943878;0.06449234995130082;0.16448688125422326;0.14;0.2275;0.2;0.54;0.48;0.095;0.1365;0.06;0.182;0.0285;2.357865837;7.852;12.149;0.0;0.020992;0.805674;0.0
248400;0.09655778271257556;0.21177045670918915;0.16219018593754772;0.5594001260973306;0.24399915891250365;0.09087895988622752;0.12938572717138422;0.0477725294938838;0.16146800695674268;0.105;0.2325;0.15;0.54;0.24;0.085;0.13949999999999999;0.045;0.17;0.0285;2.357865837;7.852;12.149;0.0;0.018103;0.776605;0.0
252000;0.06445120014446616;0.20544129206729128;0.09446404615114468;0.31123981832198455;0.05467704212568856;0.04286107830511516;0.14566601855961359;0.029449255897087134;0.1551962579902157;0.07;0.225;0.1;0.3;0.06;0.04;0.135;0.03;0.15;0.0285;2.357865837;7.852;12.149;0.0;0.019967;0.7897609999999999;0.0
255600;0.0744050754459381;0.2258792876035551;0.10595172938357107;0.124731768059323;0.061247366435446614;0.021480148498917547;0.12943595449576942;0.03257670291428842;0.0832947203974391;0.07;0.2125;0.1;0.12;0.06;0.02;0.1275;0.03;0.08;0.0285;2.357865837;7.852;12.149;0.0;0.01933;0.805055;0.0
259200;0.07349320172908784;0.206366207829892;0.10858041480147891;0.06194343908217182;0.05896577520520384;0.01015873813977298;0.12173175929723065;0.030281955836481866;0.039785085003748714;0.07;0.2;0.1;0.06;0.06;0.01;0.12;0.03;0.04;0.0285;2.357865837;7.852;12.149;0.0;0.016143;0.803844;0.0
262800;0.0664146161883364;0.21322482098909062;0.09891207751904836;0.04766658390713446;0.057282731353435076;0.005416670818801254;0.12929074399867913;0.029573804777822503;0.018603137344768823;0.07;0.2;0.1;0.048;0.06;0.005;0.12;0.03;0.02;0.0285;2.357865837;7.852;12.149;0.0;0.014469;0.824863;0.0
266400;0.07533771125850054;0.1880210153636924;0.10754820572994728;0.03102650866389565;0.06467563124740953;0.007923139334728003;0.12558768356947392;0.028249147032315503;0.01873689657364407;0.07;0.2;0.1;0.03;0.06;0.008;0.12;0.03;0.02;0.0285;2.357865837;7.852;12.149;0.0;0.014845;0.838017;0.0
270000;0.07054585454519216;0.19379220849249498;0.10051742639750536;0.024882768666284402;0.05649212816613823;0.0066397938019413325;0.1243527231781233;0.029799531009668468;0.021477377531277368;0.07;0.2;0.1;0.024;0.06;0.007000000000000001;0.12;0.03;0.02;0.0285;2.357865837;7.852;12.149;0.0;0.017009;0.840808;0.0
273600;0.06488217944549901;0.21430685680638387;0.09573234618114553;0.12154767006716069;0.2485378602081233;0.023033449364883624;0.10862625754954877;0.031860111024604884;0.06490428118484615;0.07;0.2;0.1;0.12;0.24;0.022000000000000002;0.12;0.03;0.06;0.0285;2.357865837;7.852;12.149;0.0;0.01891;0.836453;0.0
277200;0.14258506340501248;0.23986838017158466;0.20829160710412226;0.3535660463915867;0.5854158394512258;0.0301382736109322;0.12988990907434916;0.06286185070334682;0.1499801592422937;0.14;0.225;0.2;0.36;0.57;0.028000000000000004;0.135;0.06;0.16;0.0285;2.357865837;7.852;12.149;0.0;0.021941;0.836409;0.0
280800;0.225730954989309;0.2694701705237726;0.2715555091957068;0.5472794362500907;0.6142209710670611;0.05034388315697414;0.13564680389930012;0.08351830513325675;0.19549834113361442;0.21;0.25;0.3;0.54;0.6;0.05;0.15;0.09;0.19;0.0285;2.357865837;7.852;12.149;0.0;0.027191;0.852761;0.0
284400;0.274066783187903;0.2562583115437685;0.37839806360527434;0.23944494683204315;0.5217359054736344;0.024873432091103514;0.1344592876720435;0.12006313481812471;0.20757131895542547;0.28;0.2375;0.4;0.24;0.48;0.025;0.1425;0.12;0.196;0.0285;2.357865837;7.852;12.149;0.0;0.030726;0.8872340000000001;0.0
288000;0.28598352405684824;0.24506338289699867;0.4182591115332659;0.11144993137044931;0.4926024641226263;0.01915885282652634;0.13834003594230723;0.12857956846733054;0.1769358539379571;0.2975;0.225;0.425;0.12;0.48;0.02;0.135;0.1275;0.188;0.0285;2.357865837;7.852;12.149;0.0;0.032884000000000004;0.908045;0.0
291600;0.3013675064962806;0.2285929507545158;0.44339501268759085;0.09379356189386484;0.4577052480230824;0.015741553178376187;0.13830716995530362;0.13415875026642804;0.1950376969066798;0.31499999999999995;0.2175;0.45;0.09;0.42;0.015;0.13049999999999998;0.135;0.18600000000000003;0.0285;2.357865837;7.852;12.149;4.417e-06;0.032448;0.909408;0.0
