Time;Command;Communication;Healthcare;Accommodation;Dining;Recreation;Periphery;Maintenance;Waste;ElecLoadVehicles;H2LoadVehicles;DieselLoadVehicles;CH4LoadVehicles;Elec_Central;PV;Solar_Thermal;Wind;Heating_Central;Cooling_Central;Temperature;COP
208800;0.3710229804658452;0.23186788809485379;0.47341695740696305;0.09551217049621559;0.4729294963272874;0.020662524836341286;0.1253175254245068;0.15449028524283487;0.16563646856814984;0.02914493476018149;2.4122686494781864;7.922303221772088;11.368182675629027;2.110856296862998;1.2696e-05;3.590436813854968e-05;0.004176;2.213607;0.0;-18.871;1.0
212400;0.3487164503434863;0.21012800087524425;0.44801464334674745;0.13233091819337814;0.6131553768380116;0.01999646261464379;0.11995446809875221;0.13957382475225916;0.18727839912238303;0.028059772427306333;2.552074856652401;7.791561899040448;12.88881758045157;2.219148544184906;1.5268e-05;4.317800037329684e-05;0.00282;2.141422;0.0;-18.418;1.0
216000;0.34531759270348883;0.22576680005911898;0.4580063934848815;0.16397514921807654;0.6329215165482461;0.021842323791233378;0.143650821504565;0.14193806171508733;0.17388191623572705;0.0293520788651034;2.25973346363931;8.179016746272097;12.049180152633644;2.3073005752604248;9.315e-06;2.6342878797305474e-05;0.002457;2.068732;0.0;-18.12;1.0
219600;0.32171583699458817;0.2534096818673327;0.4187589663992724;0.14903213874614393;0.5028639288513701;0.018451196207834447;0.15840518203639437;0.12645776720309035;0.17546847555175543;0.028628346261466535;2.2975110951459996;7.114900086940532;11.992577879310607;2.1245631738577817;2.2500000000000002e-07;6.3630142022477e-07;0.002706;1.9933530000000002;0.0;-18.183;1.0
223200;0.3112699151021781;0.2307040245222619;0.4312727101749372;0.12956184945935376;0.4321407117823978;0.02569512253271848;0.13019132321784038;0.14546670792312655;0.19141826406259446;0.027469364698968796;2.5688832776061328;8.524193818021523;11.8409376245612;2.0277206287774088;0.0;0.0;0.004816;1.910501;0.0;-18.141;1.0
226800;0.3221158601655564;0.23111857380135736;0.5033298308721518;0.14441727650532118;0.41203998054591645;0.04067255545682578;0.14775384331080804;0.16043429697477132;0.1918306919214301;0.025729427886137142;2.3386105285381404;7.491416170058557;12.730657103811803;2.1537129095541383;0.0;0.0;0.009321999999999999;1.8491659999999999;0.0;-17.615;1.0
230400;0.29734442841431097;0.22867266561051808;0.3773586518671715;0.14278237839726285;0.5144878123408584;0.052401939957561955;0.13724378860961628;0.1319437061656323;0.18080911116046836;0.030700642773212293;2.523445291204326;8.469479790014692;11.89284835729493;2.0630444825234004;0.0;0.0;0.012266;1.8403699999999998;0.0;-16.486;1.0
234000;0.29665547329933417;0.20257570010943884;0.4069038313528479;0.15743944842480118;0.5764185515509187;0.061289662811375115;0.136816510477258;0.11177868317247035;0.17847904651279034;0.02785029108812782;2.389674129238295;7.79690341613402;12.580750892420982;2.1283569077112343;0.0;0.0;0.012541;1.923612;0.0;-15.929;1.0
237600;0.22136774308348348;0.22152099343717804;0.33720867887671624;0.250966439883772;0.555083866668589;0.09074958462181155;0.125992550104427;0.11238501976416346;0.20989989942706924;0.030105235475555107;2.20062352047055;7.669131050089189;12.15400154838973;2.12517477586721;0.0;0.0;0.015037;2.078839;0.0;-15.253;1.0
241200;0.19061986026394329;0.23259708600120338;0.28492975436791673;0.5070301191187816;0.6419381321220549;0.10630005153096461;0.12266939856264178;0.08453145107249607;0.1975596203044654;0.02887543160873867;2.556390072875174;8.221643140628137;12.15976828050875;2.3681754733444675;0.0;0.0;0.018802;2.099589;0.0;-14.35;1.0
244800;0.1271130664863658;0.22079165370296328;0.19908534602697775;0.5470785514820687;0.4434775679065695;0.08618576024590363;0.1465034639555231;0.05909607147633634;0.18806417440606726;0.027729229392151188;2.2071934331521383;7.7319748860773005;11.564293167206088;2.0173956556887753;0.0;0.0;0.022094000000000003;1.980962;0.0;-13.401;1.0
248400;0.10535976643454655;0.2150998352984489;0.14906369400741418;0.5084752879887016;0.2283004575668607;0.07996868534217597;0.14840524230548488;0.04282631146937328;0.18047141845019277;0.028921815269326877;2.490034502286987;8.545689660881251;11.38179349494818;1.6579706988631988;0.0;0.0;0.024832;1.89473;0.0;-12.432;1.0
252000;0.0717158657015654;0.2444122542831045;0.101384562022382;0.3165103648998515;0.06025260233146292;0.037475400580891875;0.1384913536717903;0.029998581485083206;0.14920518987780207;0.029265107698520407;2.2930601033086124;7.575681951616268;13.012911839407591;1.1494461748539337;0.0;0.0;0.025204;1.911379;0.0;-11.44;1.0
255600;0.07522598339795611;0.23208875137225676;0.10899794001273072;0.11399514788588197;0.055673231491738834;0.01826089588188777;0.13571400483851617;0.029383707595137375;0.07287782726502362;0.02696914083115459;2.295632866708491;7.16960029818532;12.876577198752603;0.8422174897411294;0.0;0.0;0.022376;1.932396;0.0;-10.474;1.0
259200;0.06302594363007119;0.19983401945630386;0.09289203748376945;0.059565184196684356;0.0625080263398541;0.010009671923656855;0.12005128186542507;0.030283039374935056;0.041304616103659424;0.027921263425569016;2.5594461763304874;8.576660540857056;11.630008918373433;0.6794738203743594;0.0;0.0;0.017515;1.913474;0.0;-9.69;1.0
262800;0.07110003262608783;0.19758627141227902;0.10165511327126478;0.05273721450141961;0.054602948604407675;0.005287784251003114;0.11227355009639597;0.029997137337625338;0.020176828902921697;0.029694127819277907;2.5288052894306627;7.668861640045256;11.366532950402222;0.6454168810034051;0.0;0.0;0.013368;1.9472349999999998;0.0;-9.006;1.0
266400;0.06867357766931312;0.18705075074003022;0.10365904127612297;0.030920310662387495;0.0558769463623194;0.007794799620184602;0.12912812780301702;0.028001280659737206;0.018174487754687964;0.02668230755877061;2.3988135513397517;7.734166161462175;11.257648589321692;0.6292793225478;0.0;0.0;0.011210000000000001;1.962126;0.0;-8.078;1.0
270000;0.06403423846717579;0.1939530962246327;0.10922976759929437;0.021896382661302755;0.060338746094105264;0.007654949026873443;0.11962855410423442;0.0295522232673498;0.021315115590972534;0.02940836653396783;2.292876678782014;8.553402279086692;13.103452837993757;0.6276030730359412;0.0;0.0;0.01227;1.953023;0.0;-6.942;1.0
273600;0.07591807911860336;0.19957160357926604;0.09699048835637897;0.12230754344095608;0.25447497115398093;0.01999948958554674;0.11555080233745821;0.02832378553224248;0.06010096712365004;0.030531327625192076;2.1381443367333497;7.444646753919045;12.83562109940899;0.9732377302280828;0.0;0.0;0.009812;1.928137;0.0;-6.295;1.0
277200;0.13335299078273044;0.21873583439626576;0.20138381396617167;0.37688552760865335;0.6212361648407806;0.025218953129767033;0.14825055164741568;0.06054727716097975;0.1586457238445654;0.0276155269806094;2.4589151139473033;7.325222367435721;11.837434914563048;1.9442568373773297;0.0;0.0;0.008811999999999999;1.914257;0.0;-6.119;1.0
280800;0.20428767130877645;0.2519363829630873;0.2875749866240951;0.5524852042497367;0.6529975084902988;0.04930708115574811;0.1541924837007769;0.09397117850081588;0.20568912462105904;0.027931409043751253;2.5416569076761277;8.252321233297655;11.111270654736309;2.452441621614394;0.0;0.0;0.0077930000000000004;1.938858;0.0;-5.532;1.0
284400;0.297113293198921;0.23740608416214848;0.36374392092647256;0.24475464508511863;0.4347611838629139;0.022948219999129677;0.1535532435120862;0.1274971880551185;0.18469838641467587;0.029435845911259854;2.5640470005223723;7.119510757246476;11.554746286872067;2.066476165216585;0.0;0.0;0.00717;2.005391;0.0;-5.029;1.0
288000;0.31475845659444096;0.23213415195301884;0.39551582678832764;0.12868785262901924;0.4652528661648325;0.02031382500472796;0.1434545180034667;0.12532095220449085;0.19325452709564786;0.02668360837072838;2.1979258549999465;8.404709868448153;11.014538015875168;2.018692976437973;0.0;0.0;0.007404;2.042072;0.0;-4.591;1.0
291600;0.3173735395113157;0.22950098694304397;0.45891600520564796;0.08849796914139667;0.3845615809479327;0.015021305118819956;0.12712840272259077;0.1258556767114586;0.1704815368009362;0.02603978739785815;2.178137646737935;8.558820005976086;12.494364350075564;1.9173370031031425;0.0;0.0;0.008282;2.036771;0.0;-4.228;1.0
295200;0.3330448592198279;0.20981480251924228;0.45691245287958165;0.08981382519199618;0.4918107137865784;0.019794491526419714;0.12540465931964134;0.1376756287775648;0.1630510866704996;0.028478149300141073;2.2101752419725678;7.4136291754041705;12.817992786899675;2.027322519891352;3.604e-06;1.0192134748844759e-05;0.009418;1.985352;0.0;-3.387;1.0
298800;0.32363166149834316;0.2002511156172203;0.4897366987641839;0.1189074604041536;0.5515332821951892;0.018278139934848166;0.11248530133881207;0.15416339848222574;0.19682335466725107;0.0263877645547143;2.414023971652715;8.49140781079846;12.468238996488584;2.165810412902227;5.901e-06;1.668806524776163e-05;0.008269;1.904746;0.0;-2.672;1.0
